index,time_s,x,y,z,vx,vy,vz,speed,ax,ay,az,acceleration,path_s
0,0.0,50.0,50.0,0.7009999752044678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5,50.26516342163086,50.0,0.9661650061607361,1.0606601238250732,0.0,1.0606601238250732,1.499999932181745,2.1213202476501465,0.0,2.1213202476501465,2.99999986436349,0.37499884508225306
2,1.0,51.0606575012207,50.0,1.761660099029541,2.1213202476501465,0.0,2.1213202476501465,2.99999986436349,2.1213202476501465,0.0,2.1213202476501465,2.99999986436349,1.4999980777223652
3,1.5,52.38648223876953,50.0,3.0874853134155273,3.1819803714752197,0.0,3.1819803714752197,4.499999796545235,2.1213202476501465,0.0,2.1213202476501465,2.99999986436349,3.3749977400684856
4,2.0,54.242637634277344,50.0,4.94364070892334,4.242640495300293,0.0,4.242640495300293,5.99999972872698,2.1213202476501465,0.0,2.1213202476501465,2.99999986436349,5.99999787426763
5,2.5,56.098793029785156,50.26516342163086,7.064960956573486,3.1819803714752197,1.0606601238250732,4.242640495300293,5.408326668673788,-2.1213202476501465,2.1213202476501465,0.0,2.99999986436349,8.831185625995555
6,3.0,57.906288146972656,50.57898712158203,8.969775199890137,4.0480055809021,0.19463473558425903,3.376615047454834,5.275012894961387,1.7320504188537598,-1.7320507764816284,-1.732050895690918,2.9999998085042954,11.475772779947885
7,3.5,59.93029022216797,50.941471099853516,10.923247337341309,4.0480055809021,1.2552947998046875,4.437274932861328,6.136083689718609,0.0,2.1213202476501465,2.1213197708129883,2.9999995271887205,14.311973130187004
8,4.0,61.57929229736328,51.56911849975586,13.141884803771973,2.5480055809020996,1.2552947998046875,4.437274932861328,5.268539295148556,-3.0,0.0,0.0,3.0,17.14666911213154
9,4.5,63.069801330566406,51.98025894165039,15.14401626586914,3.4140310287475586,0.3892694115638733,3.571249485015869,4.955901676209538,1.732050895690918,-1.7320507764816284,-1.732050895690918,3.000000083806338,19.6763299653964
10,5.0,64.51165008544922,52.440059661865234,16.929641723632812,2.3533709049224854,1.4499294757843018,3.571249485015869,4.516024023973957,-2.1213202476501465,2.1213202476501465,0.0,2.99999986436349,22.017014226393794
