step,x,y,z
0,15.0,15.0,0.7009999752044678
1,15.0,15.375,0.7009999752044678
2,15.0,16.5,0.7009999752044678
3,15.265165328979492,18.265165328979492,0.7009999752044678
4,16.06066131591797,20.56066131591797,0.7009999752044678
5,17.121320724487305,23.496322631835938,0.7009999752044678
6,18.55698013305664,26.806983947753906,0.7009999752044678
7,20.367639541625977,30.492645263671875,0.7009999752044678
8,22.178298950195312,34.928306579589844,0.7009999752044678
9,24.20546531677246,39.5224609375,0.9175063371658325
10,26.714303970336914,43.900108337402344,1.6156840324401855
11,29.70481300354004,48.061248779296875,2.7955331802368164
12,32.6953239440918,52.222389221191406,3.9753823280334473
13,35.68583297729492,56.38352966308594,5.155231475830078
14,38.67634201049805,60.54467010498047,6.335080623626709
15,41.66685104370117,64.705810546875,7.51492977142334
16,44.6573600769043,68.86695098876953,8.694778442382812
17,47.05636215209961,73.24459838867188,9.658121109008789
18,49.45536422729492,77.62224578857422,10.621463775634766
19,51.854366302490234,81.99989318847656,11.584806442260742
20,53.87836837768555,86.64270782470703,12.282983779907227
21,56.11887741088867,91.33418273925781,12.932502746582031
22,58.79240036010742,95.59264373779297,14.015034675598145
23,61.46592330932617,99.85110473632812,15.097566604614258
24,63.7064323425293,104.5425796508789,15.747085571289062
25,65.94694519042969,109.23405456542969,16.396604537963867
26,68.02896118164062,113.70902252197266,17.262630462646484
27,69.95248413085938,118.40049743652344,17.91214942932129
28,71.71751403808594,123.3084716796875,18.34516143798828
29,73.4825439453125,128.21644592285156,18.778173446655273
30,75.83908081054688,132.9079132080078,19.427692413330078
31,78.03712463378906,137.38287353515625,20.293718338012695
32,80.23516845703125,141.8578338623047,21.159744262695312
33,82.43321228027344,146.33279418945312,22.02577018737793
34,84.25625610351562,151.0729217529297,22.626630783081055
35,85.70429992675781,156.07821655273438,22.962326049804688
36,87.15234375,161.08351135253906,23.29802131652832
37,88.75888061523438,165.87229919433594,23.850223541259766
38,90.36541748046875,170.6610870361328,24.40242576599121
