step,x,y,z
0,250.0,125.0,0.7009999752044678
1,250.2165069580078,124.78349304199219,0.9175063371658325
2,250.86602783203125,124.13397216796875,1.5670254230499268
3,251.9485626220703,123.05143737792969,2.649557113647461
4,253.464111328125,121.53589630126953,4.011576175689697
5,255.4126739501953,119.58734130859375,5.436575889587402
6,257.79425048828125,117.20577239990234,6.861576080322266
7,260.60882568359375,114.39118957519531,8.286576271057129
8,263.8564147949219,111.14359283447266,9.711576461791992
9,267.585693359375,107.4143295288086,11.136576652526855
10,271.3636169433594,103.63640594482422,12.561576843261719
11,275.14154052734375,99.85848236083984,13.986577033996582
12,279.401123046875,95.59888458251953,15.411577224731445
13,284.14239501953125,91.2906265258789,16.836576461791992
14,289.47515869140625,87.1988754272461,18.26157569885254
15,295.3994445800781,83.3236312866211,19.686574935913086
16,301.91522216796875,79.6648941040039,21.111574172973633
17,309.0711669921875,76.00615692138672,22.271408081054688
18,316.70880126953125,72.56392669677734,23.382583618164062
19,324.7794494628906,69.5547103881836,24.75892448425293
20,333.2831115722656,66.97850799560547,26.183923721313477
21,342.0032653808594,64.88397216796875,27.34375762939453
22,350.7234191894531,63.31977081298828,27.973262786865234
23,359.2270812988281,62.237239837646484,28.554109573364258
24,367.2977294921875,61.58771896362305,29.567968368530273
25,375.15185546875,61.41987228393555,30.53316879272461
26,382.78948974609375,61.73369598388672,31.449710845947266
27,390.4271240234375,62.04751968383789,32.36625289916992
28,398.06475830078125,62.36134338378906,33.28279495239258
29,405.4858703613281,62.62650680541992,34.15067672729492
30,412.906982421875,62.89167022705078,34.48822784423828
31,420.1116027832031,63.63850784301758,34.777122497558594
32,427.0997009277344,64.33668518066406,35.017356872558594
33,433.8713073730469,64.55319213867188,34.77592086791992
34,440.20989990234375,64.76969909667969,34.53448486328125
35,446.115478515625,64.9862060546875,34.29304885864258
36,451.5880432128906,65.20271301269531,34.051612854003906
37,456.8440856933594,65.37055969238281,33.76151657104492
38,461.8836364746094,65.48974609375,33.42276382446289
39,466.4415283203125,65.5602798461914,33.30051803588867
40,470.7342529296875,65.10047912597656,32.91310501098633
41,474.8104553222656,64.5920181274414,32.47703552246094
42,478.4049987792969,64.30006408691406,31.992305755615234
43,481.5178527832031,64.22461700439453,31.45891761779785
44,484.4142150878906,64.10050964355469,30.887977600097656
45,487.09405517578125,63.9277458190918,30.279483795166016
46,489.34088134765625,64.18799591064453,29.670989990234375
47,491.1546936035156,64.88125610351562,29.062496185302734
48,492.5354919433594,66.00753021240234,28.887014389038086
49,493.43463134765625,67.35031127929688,28.662874221801758
50,494.068603515625,68.42792510986328,28.005722045898438
51,494.9677429199219,68.97521209716797,27.180721282958984
52,495.91552734375,69.04082489013672,26.572227478027344
53,496.4303283691406,68.67342376708984,26.396745681762695
54,496.46343994140625,68.08952331542969,26.70293617248535
55,496.014892578125,67.72212219238281,27.490798950195312
56,495.1333312988281,67.78773498535156,28.27865982055664
57,493.8187561035156,68.28636169433594,28.633508682250977
58,492.5528259277344,68.736328125,28.7718505859375
59,491.8172302246094,68.92113494873047,28.645029067993164
60,491.7218017578125,69.10594177246094,28.253042221069336
61,492.2178649902344,69.0742416381836,28.077560424804688
62,493.19561767578125,68.82603454589844,27.85342025756836
63,494.2220153808594,68.7943344116211,27.58062171936035
64,494.8153991699219,68.76263427734375,27.307823181152344
65,495.4087829589844,68.29792022705078,27.035024642944336
66,496.0021667480469,67.83320617675781,27.19523811340332
67,496.16253662109375,67.80150604248047,27.78846549987793
68,495.7314147949219,67.98631286621094,28.59819793701172
69,494.7087707519531,68.38762664794922,29.191425323486328
70,493.73480224609375,69.00543975830078,29.302980422973633
71,493.24249267578125,69.40675354003906,28.932865142822266
72,493.23187255859375,69.3263931274414,28.346242904663086
73,493.8614196777344,68.98086547851562,27.759620666503906
74,494.6494445800781,68.41883087158203,27.053810119628906
75,495.00445556640625,67.85679626464844,26.445316314697266
76,494.92645263671875,67.72777557373047,26.269834518432617
